DATE,url,HN,HNE,HE,HSE,HS,HSW,HW,HNW,MN,MNE,ME,MSE,MS,MSW,MW,MNW,LN,LNE,LE,LSE,LS,LSW,LW,LNW,high,mid,low,problem_1_type,likelihood_1,size_1,HN1,HNE1,HE1,HSE1,HS1,HSW1,HW1,HNW1,MN1,MNE1,ME1,MSE1,MS1,MSW1,MW1,MNW1,LN1,LNE1,LE1,LSE1,LS1,LSW1,LW1,LNW1,high1,mid1,low1,problem_2_type,likelihood_2,size_2,HN2,HNE2,HE2,HSE2,HS2,HSW2,HW2,HNW2,MN2,MNE2,ME2,MSE2,MS2,MSW2,MW2,MNW2,LN2,LNE2,LE2,LSE2,LS2,LSW2,LW2,LNW2,high2,mid2,low2,problem_3_type,likelihood_3,size_3,HN3,HNE3,HE3,HSE3,HS3,HSW3,HW3,HNW3,MN3,MNE3,ME3,MSE3,MS3,MSW3,MW3,MNW3,LN3,LNE3,LE3,LSE3,LS3,LSW3,LW3,LNW3,high3,mid3,low3,ALTA_Station,ALTA_Latitude,ALTA_Longitude,ALTA_Elevation,ALTA_Name,ALTA_Precip_(tenths_mm),ALTA_Snowfall_(mm),ALTA_Snow_Depth_(mm),ALTA_Max_Temp_(tenths_C),ALTA_Min_Temp_(tenths_C),ALTA_Multiday_Prec_Days,ALTA_Multiday_Snowfall_Days,ALTA_Multiday_Prec_Days_(tenths_mm),ALTA_Multiday_Snowfall,ALTA_Temp_at_Observation_(tenths_C),ALTA_Fog_Ice_Fog,ALTA_Heavy_Fog_Freezing_Fog,ALTA_Ice_Pellets_Sleet,ALTA_Hail,ALTA_Glaze_Rime,ALTA_Weather_Type_07,ALTA_Smoke_Haze,ALTA_Blowing_Drifting_Snow,ALTA_High_Winds,ALTA_Snow_Pellets_Ice_Crystals,BRIGHTON_Station,BRIGHTON_Latitude,BRIGHTON_Longitude,BRIGHTON_Elevation,BRIGHTON_Name,BRIGHTON_Precip_(tenths_mm),BRIGHTON_Snow_Depth_(mm),BRIGHTON_Max_Temp_(tenths_C),BRIGHTON_Min_Temp_(tenths_C),BRIGHTON_Avg_Daily_Temp_(tenths_C),BRIGHTON_Temp_at_Observation_(tenths_C),BRIGHTON_Snow_on_Ground_(tenths_mm),THAYNES_Station,THAYNES_Latitude,THAYNES_Longitude,THAYNES_Elevation,THAYNES_Name,THAYNES_Precip_(tenths_mm),THAYNES_Snow_Depth_(mm),THAYNES_Max_Temp_(tenths_C),THAYNES_Min_Temp_(tenths_C),THAYNES_Avg_Daily_Temp_(tenths_C),THAYNES_Temp_at_Observation_(tenths_C),THAYNES_Snow_on_Ground_(tenths_mm),PARLEY_SUMMIT_Station,PARLEY_SUMMIT_Latitude,PARLEY_SUMMIT_Longitude,PARLEY_SUMMIT_Elevation,PARLEY_SUMMIT_Name,PARLEY_SUMMIT_Precip_(tenths_mm),PARLEY_SUMMIT_Snow_Depth_(mm),PARLEY_SUMMIT_Max_Temp_(tenths_C),PARLEY_SUMMIT_Min_Temp_(tenths_C),PARLEY_SUMMIT_Avg_Daily_Temp_(tenths_C),PARLEY_SUMMIT_Temp_at_Observation_(tenths_C),PARLEY_SUMMIT_Snow_on_Ground_(tenths_mm)
2013-12-23,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131223.html,red,red,red,orange,orange,orange,red,red,red,red,red,orange,orange,orange,red,red,orange,orange,orange,yellow,yellow,yellow,orange,orange,3.625,3.625,2.625,Persistent Slab,3.0,3.0,red,red,red,gray,gray,gray,red,red,red,red,red,gray,gray,gray,red,red,orange,orange,orange,gray,gray,gray,orange,orange,0.0,0.0,0.0,Storm Snow,3.0,2.0,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Wet Avalanches,3.0,2.0,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",203.0,102.0,1041.0,-28.0,-67.0,,,,,-28.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,635.0,2.0,-46.0,-22.0,-12.0,1499.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,737.0,5.0,-55.0,-27.0,-12.0,1575.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,559.0,12.0,-25.0,-8.0,-5.0,1194.0
2013-12-24,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131224.html,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.625,2.625,2.0,Persistent Slab,2.0,4.0,orange,orange,orange,gray,gray,gray,orange,orange,orange,orange,orange,gray,gray,gray,orange,orange,yellow,yellow,yellow,gray,gray,gray,yellow,yellow,0.0,0.0,0.0,Storm Snow,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",102.0,51.0,1016.0,-11.0,-111.0,,,,,-106.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",76.0,660.0,12.0,-124.0,-58.0,-111.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,762.0,-7.0,-103.0,-56.0,-74.0,1600.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,559.0,3.0,-84.0,-34.0,-73.0,1219.0
2013-12-25,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131225.html,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.625,2.625,2.0,Persistent Slab,3.0,3.0,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Wet Avalanches,1.0,1.0,gray,gray,gray,yellow,yellow,yellow,gray,gray,gray,gray,gray,yellow,yellow,yellow,gray,gray,gray,gray,gray,yellow,yellow,yellow,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1016.0,17.0,-128.0,,,,,-50.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,635.0,26.0,-124.0,-66.0,-72.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,711.0,25.0,-83.0,-26.0,-7.0,1600.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,-9.0,-79.0,-44.0,-38.0,1219.0
2013-12-26,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131226.html,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.625,2.625,2.0,Persistent Slab,3.0,3.0,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,1016.0,28.0,-72.0,,,,,-33.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,635.0,39.0,-78.0,-34.0,-47.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,711.0,34.0,-18.0,2.0,-6.0,1600.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,43.0,-39.0,2.0,4.0,1219.0
2013-12-27,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131227.html,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,yellow,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,2.625,2.625,2.0,Persistent Slab,2.0,3.0,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,green,green,green,orange,orange,yellow,yellow,yellow,green,green,green,yellow,yellow,0.0,0.0,0.0,Wet Avalanches,2.0,1.0,gray,gray,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,yellow,yellow,yellow,yellow,yellow,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,940.0,61.0,-50.0,,,,,-11.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,635.0,92.0,-56.0,-12.0,-13.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,711.0,69.0,-12.0,20.0,20.0,1600.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,81.0,-4.0,24.0,20.0,1219.0
2013-12-28,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131228.html,orange,orange,orange,yellow,green,yellow,orange,orange,orange,orange,orange,green,green,green,orange,orange,green,green,green,green,green,green,green,green,2.5,2.25,1.0,Persistent Slab,2.0,3.0,orange,orange,orange,yellow,yellow,yellow,orange,orange,orange,orange,orange,green,green,green,orange,orange,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Normal Caution,3.0,3.0,orange,orange,orange,gray,gray,gray,orange,orange,orange,orange,orange,gray,gray,gray,orange,orange,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,914.0,17.0,-89.0,,,,,-78.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,635.0,48.0,-97.0,-34.0,-82.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,711.0,24.0,-103.0,-28.0,-101.0,1600.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,36.0,-80.0,-17.0,-71.0,1219.0
2013-12-29,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131229.html,orange,orange,orange,yellow,green,yellow,yellow,orange,orange,orange,yellow,green,green,green,yellow,orange,green,green,green,green,green,green,green,green,2.375,2.0,1.0,Persistent Slab,2.0,3.0,orange,orange,orange,yellow,green,yellow,yellow,orange,orange,orange,yellow,green,green,green,yellow,orange,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,914.0,-33.0,-122.0,,,,,-100.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,610.0,-16.0,-132.0,-86.0,-87.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,686.0,-21.0,-108.0,-67.0,-56.0,1600.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,508.0,4.0,-81.0,-58.0,-53.0,1219.0
2013-12-30,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131230.html,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,2.5,1.625,1.0,Persistent Slab,1.0,3.0,orange,orange,orange,yellow,yellow,yellow,yellow,orange,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,1.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,914.0,0.0,-111.0,,,,,-44.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,610.0,8.0,-87.0,-36.0,-7.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,686.0,1.0,-58.0,-31.0,-1.0,1626.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,22.0,-67.0,-21.0,-13.0,1219.0
2013-12-31,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20131231.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,2.0,1.625,1.0,Persistent Slab,2.0,2.0,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,2.0,1.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",23.0,25.0,914.0,17.0,-56.0,,,,,-28.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,635.0,27.0,-22.0,-6.0,-14.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,711.0,20.0,-36.0,-13.0,-31.0,1626.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,533.0,37.0,-13.0,6.0,-5.0,1245.0
2014-01-01,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140101.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,yellow,yellow,green,green,green,green,green,green,green,green,2.0,1.875,1.0,Persistent Slab,2.0,3.0,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,gray,yellow,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,889.0,-6.0,-89.0,,,,,-72.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,610.0,10.0,-87.0,-44.0,-64.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,711.0,-3.0,-59.0,-36.0,-29.0,1626.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,16.0,-44.0,-19.0,-34.0,1245.0
2014-01-02,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140102.html,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,1.875,1.625,1.0,Persistent Slab,1.0,3.0,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,1.0,2.0,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,864.0,44.0,-83.0,,,,,-33.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,584.0,52.0,-71.0,-23.0,-14.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,686.0,37.0,-41.0,-6.0,4.0,1626.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,58.0,-35.0,3.0,-5.0,1245.0
2014-01-03,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140103.html,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,1.875,1.625,1.0,Persistent Slab,1.0,3.0,yellow,yellow,yellow,yellow,green,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,864.0,44.0,-50.0,,,,,-6.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,584.0,67.0,-57.0,3.0,-57.0,1524.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,686.0,43.0,-62.0,0.0,-64.0,1626.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,533.0,72.0,-49.0,14.0,-50.0,1245.0
2014-01-04,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140104.html,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.375,2.0,1.0,Wind Slab,3.0,2.0,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",69.0,89.0,965.0,-6.0,-144.0,,,,,-144.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",51.0,686.0,-56.0,-129.0,-105.0,-127.0,1549.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",25.0,762.0,-62.0,-144.0,-117.0,-144.0,1651.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,584.0,-49.0,-123.0,-85.0,-108.0,1245.0
2014-01-05,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140105.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Wind Slab,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",3.0,3.0,940.0,-100.0,-178.0,,,,,-133.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,660.0,-90.0,-155.0,-129.0,-134.0,1549.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,762.0,-86.0,-159.0,-127.0,-90.0,1651.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",0.0,559.0,-68.0,-136.0,-101.0,-94.0,1245.0
2014-01-06,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140106.html,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,2.0,2.0,1.0,Wind Slab,2.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Cornice Fall,2.0,2.0,gray,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",0.0,0.0,914.0,6.0,-156.0,,,,,-39.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",51.0,660.0,16.0,-137.0,-63.0,-39.0,1600.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,737.0,30.0,-90.0,-28.0,10.0,1651.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",76.0,559.0,,,,,1270.0
2014-01-07,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140107.html,yellow,yellow,yellow,yellow,yellow,green,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,1.875,1.0,1.0,Persistent Slab,1.0,3.0,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,Wind Slab,2.0,1.0,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",8.0,13.0,914.0,0.0,-56.0,,,,,-56.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,635.0,31.0,-45.0,-18.0,-42.0,1626.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",0.0,737.0,12.0,-48.0,-17.0,-42.0,1651.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,559.0,28.0,-33.0,-20.0,-23.0,1295.0
2014-01-08,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140108.html,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,1.625,1.0,1.0,Persistent Slab,1.0,2.0,yellow,yellow,yellow,green,green,green,yellow,yellow,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,green,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",168.0,178.0,1092.0,-39.0,-61.0,,,,,-61.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",25.0,762.0,-9.0,-77.0,-39.0,-76.0,1676.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",76.0,813.0,-1.0,-70.0,-41.0,-70.0,1702.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",51.0,610.0,2.0,-43.0,-24.0,-43.0,1346.0
2014-01-09,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140109.html,orange,orange,orange,orange,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,2.75,2.0,1.5,Storm Snow,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,green,green,green,green,yellow,0.0,0.0,0.0,Wind Slab,3.0,2.0,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,Persistent Slab,2.0,3.0,orange,orange,orange,orange,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,gray,gray,yellow,yellow,gray,gray,gray,gray,gray,gray,gray,gray,0.0,0.0,0.0,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",244.0,203.0,1295.0,-56.0,-106.0,,,,,-106.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",102.0,991.0,-24.0,-101.0,-61.0,-63.0,1778.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",76.0,914.0,-13.0,-109.0,-69.0,-86.0,1803.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",102.0,737.0,-19.0,-82.0,-47.0,-72.0,1473.0
2014-01-10,https://utahavalanchecenter.org/sites/default/files/archive/advisory/print/advisory/salt-lake/20140110.html,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,3.5,3.0,2.0,Wind Slab,5.0,3.0,red,red,red,red,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,0.0,0.0,0.0,Deep Slap,3.0,4.0,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,yellow,yellow,orange,orange,yellow,yellow,yellow,yellow,gray,gray,yellow,yellow,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USC00420072,40.59058,-111.63703,2654.8,"ALTA, UT US",46.0,51.0,1295.0,-56.0,-117.0,,,,,-56.0,,,,,,,,,,,USS0011J57S,40.6,-111.58,2667.0,"BRIGHTON, UT US",0.0,787.0,-12.0,-68.0,-35.0,-11.0,1778.0,USS0011J56S,40.62,-111.53,2813.3,"THAYNES CANYON, UT US",51.0,889.0,-28.0,-87.0,-50.0,-28.0,1905.0,USS0011J52S,40.76,-111.63,2286.0,"PARLEY S SUMMIT, UT US",25.0,711.0,7.0,-72.0,-20.0,-1.0,1499.0
